3261429;21016174;4
3261429;3692545;4
3261429;973558;4
3261429;21208173;4
3261429;9371373;4
3261429;12299817;4
3261429;6995851;4
3261429;5314378;6
3261429;2320847;5
3261429;1607230;5
3261429;909255;4
3261429;1009462;6
3261429;2281137;5
3261429;966063;14
3261429;2183713;4
3261429;4746;4
3261429;8479454;6
3261429;773879;10
3261429;2105922;5
1590287;8592504;5
1590287;5555967;12
1590287;21016174;27
1590287;3692545;14
1590287;339682;4
1590287;1399223;8
1590287;16871036;7
1590287;1417571;5
1590287;1673830;43
1590287;4591642;17
1590287;9921102;32
1590287;108756;5
1590287;38439527;4
1590287;3814148;9
1590287;10329160;22
1590287;3065473;14
1590287;17863629;5
1590287;5855325;5
1590287;8761801;4
1590287;286825;28
1590287;8783161;30
1590287;69374;4
1590287;2113651;20
1590287;348979;12
1590287;1613293;16
1590287;2527421;8
1590287;5633590;30
1590287;3596200;5
1590287;4829088;6
1590287;1159644;14
1590287;2762626;6
1590287;19132275;9
1590287;1965106;5
1590287;4301021;14
1590287;1471799;15
1590287;9743181;24
1590287;7400591;19
1590287;9780177;25
1590287;973558;27
1590287;28407175;12
1590287;4263117;24
1590287;1920241;5
1590287;8061457;17
1590287;4066264;6
1590287;23854477;4
1590287;502012;5
1590287;1397058;18
1590287;1095621;19
1590287;4633221;10
1590287;1554168;16
1590287;23225919;32
1590287;4803784;4
1590287;6934572;4
1590287;9910637;12
1590287;5141403;4
1590287;8697882;4
1590287;6996673;18
1590287;6021801;26
1590287;822793;26
1590287;2453939;7
1590287;2650266;6
1590287;14104752;22
1590287;34023765;4
1590287;4024770;12
1590287;2109900;10
1590287;4008545;39
1590287;4928731;8
1590287;2587635;6
1590287;5927680;11
1590287;179640;34
1590287;2433678;8
1590287;861700;15
1590287;5477946;10
1590287;18847931;9
1590287;1998004;4
1590287;3574169;7
1590287;71756;27
1590287;2416332;12
1590287;16166823;5
1590287;4857152;4
1590287;5435440;12
1590287;2672271;6
1590287;4370888;13
1590287;19735000;10
1590287;1469669;11
1590287;15669021;17
1590287;4648241;20
1590287;8521508;5
1590287;18422063;7
1590287;2805028;7
1590287;960271;8
1590287;676265;7
1590287;2485186;14
1590287;15259566;9
1590287;5263539;12
1590287;664207;16
1590287;1288819;11
1590287;1428844;11
1590287;5092435;11
1590287;40521622;8
1590287;1860895;10
1590287;1184581;12
1590287;3732189;23
1590287;8589611;13
1590287;4012162;11
1590287;15838489;6
1590287;3529578;13
1590287;2117092;14
1590287;2602702;25
1590287;23053279;8
1590287;4850680;5
1590287;4193472;16
1590287;4778568;6
1590287;6800270;10
1590287;23978741;6
1590287;5254476;7
1590287;21208173;22
1590287;38286609;5
1590287;9246792;10
1590287;7145647;13
1590287;7629880;6
1590287;5027894;10
1590287;8943599;16
1590287;3248428;11
1590287;29140302;8
1590287;6031348;11
1590287;4666885;18
1590287;1313876;20
1590287;30035966;10
1590287;6210405;6
1590287;7330253;13
1590287;4675834;6
1590287;6728128;6
1590287;1196144;6
1590287;7107753;5
1590287;1621581;21
1590287;884747;8
1590287;2167968;4
1590287;13298372;9
1590287;3022323;7
1590287;26754642;16
1590287;5890720;7
1590287;6039455;4
1590287;9381730;13
1590287;6860374;7
1590287;9371373;24
1590287;2883319;4
1590287;22469509;15
1590287;1922878;5
1590287;12304737;6
1590287;2132160;35
1590287;5751131;8
1590287;767588;9
1590287;4075437;10
